PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
Arm_fat_percentage_left,1,1,0.81,0.54,0.94,0.54,0.94,0.99,0.99,0.94,0.82,169,19,0.0768583052985356,0.0141829046946659,0.01767246948418587,0.988452982267898,4.083879415245421e-4,2.650870422627881,0.0220103210663012,0.0125088269494477,0.01362393783697746,1.4945924427708216e-4,0.2588548189025718,0.097648989815942
Arm_fat_percentage_right,1,1,0.72,0.62,0.96,0.62,0.96,0.58,0.56,0.63,0.49,108,15,0.0770127781830309,0.0154608105296895,0.01931362189678453,0.9996550290939464,5.002484380854907e-4,1.7961668364009613,0.0295963168239168,0.0108702083438493,0.01330704366848504,1.9050601556252908e-4,0.19960565502727573,0.11112868302770368
Arm_predicted_mass_left,1,1,0.23,0.9,0.65,0.9,0.65,0.79,0.85,0.36,0.18,503,56,0.109925994446511,0.0136405132681664,0.01646556469013605,0.9999999328320835,3.745233638602834e-4,7.3601074164908145,0.0328812691782614,0.00959703111196928,0.01277687985177139,2.145842283575572e-4,0.7155052716991981,0.09721397137439332
Arm_predicted_mass_right,1,1,0.72,0.9,0.49,0.9,0.49,0.84,0.8,0.84,0.68,555,62,0.110872687493087,0.0131848902809444,0.01599511703287767,0.9999364947243184,3.530582224894257e-4,7.8855926972086925,0.0379354873532051,0.01073526838298435,0.01377032087339697,2.561948192487789e-4,0.8537598941506125,0.10826832261483944
Aspartate_aminotransferase,1,1,0.55,0.95,0.77,0.95,0.77,0.98,0.98,0.85,0.92,189,23,0.15954759186967,0.0256582856799255,0.03608528105548041,0.9999988440687652,0.00197174900798874,5.9901566552097485,0.0637174931452605,0.015653466143603,0.02040076267363192,5.825116968905625e-4,0.4692175414935343,0.07833143079579517
Basal_metabolic_rate,1,1,0.72,0.82,0.9,0.82,0.9,0.8,0.74,0.54,0.39,774,106,0.118727909277205,0.0135275246399957,0.01658352215296347,0.9999999996347454,3.8620994591445987e-4,11.077792798179605,0.0378179633367333,0.00963967721075601,0.01364054833294446,2.4524279268151435e-4,1.445898123292113,0.1305222213155779
Birth_weight,1,1,0.91,1,0.87,1,0.87,0.99,0.99,0.99,0.99,131,38,0.0975102667765155,0.0250507880525961,0.03013922376073237,0.9688336687829394,0.00116425147334072,2.802947809748111,0.0852381948400845,0.02132774722369745,0.02933668899100949,0.00108716094037309,1.1147941816583609,0.39772206167425667
Body_fat_percentage,1,1,0.59,0.59,0.4,0.59,0.4,0.98,0.96,0.97,0.88,139,16,0.0733161631369372,0.0156256542495785,0.01839861028357174,0.9999996467326876,4.2713474190928425e-4,2.2630290648793236,0.0238418993083702,0.01006002127340017,0.01140208618973052,1.4018033487252205e-4,0.1824333790356884,0.08061468669003449
Body_mass_index_BMI,1,1,0.36,0.96,0.3,0.96,0.3,1,0.93,1,0.82,308,31,0.210298526052372,0.0177732728405214,0.02154429045700518,0.999998814837842,7.049352564790867e-4,5.967768456590436,0.0419805870817358,0.0137525598567108,0.01650684633081822,3.172837801474177e-4,0.5117122362553649,0.08574599366204655
C_reactive_protein,1,1,0.55,0.9,0.96,0.89,0.96,0.62,0.47,0.7,0.92,238,18,0.216982450624473,0.02259616688731495,0.03869481901331832,0.9999269370539464,0.00275477070179351,8.51286018293003,0.0735477340461488,0.01442133626238305,0.02048434066583297,6.591984826339194e-4,0.3687181319849935,0.04331307269962525
Calcium,1,1,1,0.97,0.8,0.96,0.8,0.98,0.96,0.87,0.69,272,27,0.207184440983386,0.0217819173909733,0.03179783901672317,0.998521486682456,0.00167564813942719,7.7904705590971774,0.0790018738744098,0.0175808260463728,0.02404465968967083,8.496146385022335e-4,0.6492058116211125,0.08333332456574326
Cholesterol,1,1,0.8,0.88,0.23,0.89,0.23,0.9,0.72,0.89,0.67,384,27,0.421857965193158,0.0293983092337676,0.04883755194447638,0.999999892618858,0.00568282145138247,17.435006044178067,0.050885779170934,0.0147636401766178,0.02047895238937554,5.168623894587517e-4,0.5529317145131398,0.0317138814355488
Creatinine,1,1,0.55,0.95,0.5,0.95,0.5,1,0.98,1,1,297,29,0.146670725667743,0.0201328618418311,0.02688252709067657,0.9989441237135112,0.00105040080374548,7.20451726030132,0.0551274117542183,0.0169054964673914,0.01937960107667062,4.577707752724858e-4,0.562008431223448,0.07800778468812256
Cystatin_C,1,1,0.29,0.92,0.82,0.92,0.82,0.95,0.96,0.98,0.94,290,23,0.623662909084188,0.0235013087605932,0.0367268777495009,0.9997319429797548,0.00438527966762542,9.80607635911674,0.0497583374601688,0.0172372150817448,0.0208023000659799,5.782616598410487e-4,0.4784529015175378,0.04879147214397515
Diastolic_blood_pressure_automated_reading,1,1,0.44,1,0.73,1,0.73,0.91,0.77,0.96,0.76,297,37,0.0820148046041491,0.019773689124135,0.02424133555445472,0.9628767312864231,7.28162194511129e-4,6.302747244158228,0.0664131194114035,0.0183744156281701,0.02368297641652524,7.751645405875582e-4,0.876270127411434,0.13902986958958488
Eosinophill_count,1,1,0.12,1,0.91,1,0.91,0.92,0.83,0.72,0.38,579,73,0.178916723635998,0.0241230247328714,0.03120078657045225,0.9999999999537162,0.00134762945643139,15.78759800464884,0.0595919050848777,0.0164249240329455,0.02147389436202722,6.15861656960776e-4,1.5675942884279876,0.09929276688995956
Forced_expiratory_volume_in_1_second_FEV1,1,1,1,1,0.94,1,0.94,0.98,0.94,0.93,0.8,456,76,0.0870024562777739,0.01481779970370975,0.01812937250262014,0.9299724945720164,4.3775460139075127e-4,6.889161550995656,0.0573456391312927,0.0131805176827056,0.01931419426829876,5.147097938407715e-4,1.467878764390706,0.2130707421396673
Forced_vital_capacity_FVC,1,1,1,0.76,0.99,0.75,0.99,0.8,0.8,0.68,0.59,346,44,0.106447443832448,0.0153755213223807,0.01932694696629851,0.9952017538714708,5.137513808009758e-4,5.836737983822152,0.0473714705499708,0.0131013355322989,0.01720556620540236,4.0257131717911647e-4,0.7570449130377042,0.129703425978008
Gamma_glutamyltransferase,1,1,0.26,0.82,0.45,0.82,0.45,0.99,0.98,0.91,0.43,273,17,0.275130967835782,0.02503324658451205,0.03530678545650904,0.9965123408606688,0.00209084233069269,9.038537076866316,0.0579792203955191,0.0199659895276769,0.0241420068113453,7.972710889510899e-4,0.4104141157928701,0.04540713970663511
Glycated_haemoglobin_HbA1c,1,1,0.45,1,0.47,1,0.47,0.98,0.84,0.92,0.88,402,39,0.224231049765561,0.0248456348755247,0.0347610854049219,0.9999570590050508,0.00199497065123766,12.61827400198665,0.0723512377999088,0.016119918650713,0.02416844453059513,8.366507772140021e-4,0.94256933669321,0.07469875329580018
Haematocrit_percentage,1,1,1,1,0.94,1,0.94,0.75,0.72,0.57,0.58,318,39,0.266885152723538,0.0185177275115582,0.02566085498156293,0.9998953594687934,0.00135432940104524,7.159378539856059,0.0551012197893607,0.0130509996765511,0.01859717402821159,4.814475875157641e-4,0.7252897871002523,0.10130624928722295
Haemoglobin_concentration,1,1,0.99,0.89,0.91,0.89,0.91,0.97,0.98,0.96,0.99,366,47,0.154524941256475,0.0174184088358173,0.02319272387637747,0.9999972979582978,8.630012116367209e-4,7.398478916564415,0.055631470802892,0.0118846451730538,0.0160645746124908,3.1485022578478825e-4,0.7550350067870678,0.10205273479885492
HDL_cholesterol,1,1,0.6,0.77,0.8,0.77,0.8,0.75,0.53,0.81,0.94,273,20,0.285932309964897,0.0255364757389731,0.04072390325566367,0.999964094645967,0.00324595008606962,10.303147523682908,0.0402528190730419,0.01650262031815545,0.01916475061094896,3.9278631765128066e-4,0.3832950122189792,0.03720173969536337
Heel_bone_mineral_density_BMD,1,1,0.39,1,0.94,1,0.95,0.99,0.94,0.95,0.96,458,62,0.299180311763684,0.0280968516852982,0.03853520630007029,0.9999999966192076,0.00227308728100331,15.259941694827836,0.115003508079722,0.02059722482483795,0.02681567480619036,0.00102301041735853,1.6625718379838026,0.10895007800372594
Heel_bone_mineral_density_BMD_left,1,1,1,0.99,0.55,0.99,0.55,0.55,0.5,0.36,0.5,224,32,0.340245899825858,0.0370565324827473,0.04691882933812631,0.9991947293837886,0.00337280839677333,9.008415232920251,0.076725521625588,0.02933665287772829,0.03484584597596715,0.00145075850462156,1.115067071230949,0.12378060318046402
Heel_bone_mineral_density_BMD_right,1,1,0.76,0.93,0.63,0.93,0.63,0.9,0.81,0.56,0.43,137,12,0.307269135223799,0.0407377916489748,0.05454892339519559,0.9996432847428132,0.00452142217676677,6.818615424399448,0.0695523408201997,0.0263290371692238,0.03303252796004974,0.00143077979940971,0.39639033552059694,0.05813355217280187
Heel_bone_mineral_density_BMD_T_score_automated,1,1,0.48,1,0.58,1,0.58,0.97,0.88,0.99,0.92,463,69,0.300246578464082,0.02800241874384045,0.03856091493201499,0.9999999986759992,0.00229878043598943,15.193000483213908,0.115248717439683,0.0208006806501183,0.02700036883706623,0.00102797374547023,1.86302544975757,0.1226239314489555
Heel_bone_mineral_density_BMD_T_score_automated_left,1,1,0.91,1,0.37,1,0.37,0.41,0.36,0.27,0.3,214,27,0.340853015061479,0.0374735183116639,0.04754573187184909,0.9999498870795264,0.00345095747188252,8.891051860035779,0.0810535138572642,0.0271117969153931,0.03462820031737932,0.00147990210034895,0.9349614085692416,0.10515757002518251
Heel_bone_mineral_density_BMD_T_score_automated_right,1,1,0.61,0.96,0.92,0.96,0.92,0.77,0.84,0.61,0.64,126,11,0.307548554809047,0.0426867557252019,0.05664311631590549,0.9999478831502168,0.00478144476453326,6.513958376329132,0.0607967993439808,0.0240891213935551,0.03030356741913356,0.00121146413805689,0.3333392416104692,0.05117306902386422
Heel_Broadband_ultrasound_attenuation_direct_entry,1,1,0.54,1,0.97,1,0.97,0.56,0.74,0.51,0.8,404,55,0.227757971456154,0.0277613907539912,0.03663024123801864,0.9999194277894564,0.00197059031019355,12.783954192068506,0.0802921162828908,0.022016966036162,0.03072663478532479,0.00135347500615727,1.6899649131928636,0.13219422471345846
Heel_broadband_ultrasound_attenuation_left,0.98,0.99,0.77,0.99,0.44,0.99,0.44,0.58,0.58,0.25,0.33,90,8,0.284707804412476,0.0443213535731949,0.05806173284989403,0.9978609091927164,0.00494114308421556,4.761062093691311,0.0964634296561742,0.02429674567491155,0.0357946397956875,0.00210922825040612,0.2863571183655,0.06014563824843623
Heel_broadband_ultrasound_attenuation_right,1,1,0.6,0.97,0.48,0.97,0.48,0.69,0.44,0.15,0.11,172,16,0.260411693866665,0.03651622943861345,0.04887022256616138,0.8333141793144555,0.003616632354016,7.623754720321176,0.112857708959183,0.0334542277265298,0.04529168064073494,0.00305400840167499,0.724666890251759,0.0950538044357794
Heel_quantitative_ultrasound_index_QUI_direct_entry,1,1,0.49,1,0.61,1,0.62,0.96,0.81,1,0.96,463,69,0.300250594004665,0.0280032092860343,0.03856118824193973,0.9999999986759992,0.00229880691752503,15.193108167324253,0.115249410153651,0.0207992819283727,0.0270004175026263,0.00102800291482189,1.8630288076812151,0.122623283344222
Heel_quantitative_ultrasound_index_QUI_direct_entry_left,1,1,0.91,1,0.37,1,0.37,0.39,0.36,0.26,0.28,214,27,0.340856203541436,0.0374710179440714,0.0475460900177279,0.9999498870795264,0.00345100097974229,8.891118833315117,0.0810657190808988,0.0271111452589103,0.03462790035413815,0.00147991205481736,0.9349533095617302,0.10515586700499945
Heel_quantitative_ultrasound_index_QUI_direct_entry_right,1,1,0.61,0.96,0.92,0.96,0.92,0.79,0.85,0.6,0.67,126,11,0.307540140524349,0.0426855176326231,0.05664211246779278,0.9999497044838472,0.00478124179812567,6.51384293379617,0.0607940743189322,0.0240849490343378,0.0303030290683823,0.00121142580975038,0.3333333197522053,0.05117306682707249
High_light_scatter_reticulocyte_count,1,1,0.53,1,0.61,1,0.61,0.31,0.38,0.56,0.51,412,45,0.188716202767644,0.0262596487568013,0.03622569856097484,0.9999553939959284,0.00204304380396641,13.294831371877764,0.0635521024359438,0.019084432237837,0.02523514394321295,8.883695391820462e-4,1.135581477444583,0.08541525993677897
High_light_scatter_reticulocyte_percentage,1,1,0.88,1,0.46,1,0.46,0.8,0.83,0.49,0.35,365,36,0.186498801138712,0.0280814030730393,0.03792335365348286,0.9999626307013996,0.00223580272216033,12.47678335199586,0.0743257584005727,0.0178478735044498,0.02581799214585717,9.561290401150024e-4,0.9294477172508582,0.07449417778839433
Hip_circumference,1,1,0.56,0.97,0.31,0.97,0.31,0.4,0.59,0.71,0.77,302,34,0.09962274322761,0.0193938978869519,0.02448809066641873,0.9885634918683872,7.976596517749639e-4,6.562808298600221,0.0542887248206726,0.01794257777453645,0.02074105832832592,5.289547357874259e-4,0.7051959831630813,0.1074533874947242
IGF_1,1,1,0.12,1,0.56,1,0.56,0.44,0.43,0.61,0.42,571,60,0.272766336893564,0.0217522291710857,0.030622293857869982,0.9999935619195084,0.00152351923524697,15.647992161371562,0.0559943464405936,0.0171809205696005,0.02161522533484778,5.901986678754272e-4,1.2969135200908672,0.0828805067587145
Immature_reticulocyte_fraction,1,1,0.33,1,0.89,1,0.89,0.59,0.49,0.65,0.8,364,39,0.262099074884905,0.0238293527910634,0.03374783261512393,0.9994702257328012,0.00191796902227682,10.96804559991528,0.103585354459525,0.0170277978120997,0.02603646531915177,0.00109911540417286,1.0154221474469194,0.09258004429291967
Impedance_of_arm_left,1,1,0.75,1,0.82,1,0.82,1,1,1,1,738,238,0.088192238052942,0.01361398675565755,0.01655826898590372,1,3.61813100692455e-4,8.279134492951862,0.043427547611177,0.01062401182234625,0.01409156769557955,2.5732929246685156e-4,3.3537931115479327,0.4050898212129615
Impedance_of_arm_right,1,1,0.65,0.99,0.21,0.99,0.21,0.59,0.61,0.95,1,479,70,0.0887655816685983,0.014144177250667,0.0174846935681945,0.9999969684036176,4.1588541782610754e-4,7.151239669391553,0.0410528608100602,0.01102187048213835,0.01479149052184792,2.8648185409400147e-4,1.035404336529355,0.14478669215367662
Impedance_of_leg_left,1,1,0.29,1,0.9,1,0.9,0.95,0.83,0.92,0.93,661,129,0.0933757503604679,0.0172253934316673,0.02158337491625442,0.9999999999999988,6.132218168599271e-4,11.482355455447353,0.0559421037662065,0.0133662606729932,0.01788754649150557,4.367169759671709e-4,2.3074934974042183,0.2009599429627062
Impedance_of_leg_right,1,1,1,1,0.97,1,0.97,0.96,0.99,0.85,0.67,704,146,0.124436759699615,0.01732062166545465,0.02156981677491734,0.9999999873542366,6.25935643946633e-4,12.035957760403877,0.0653552058504449,0.01449259761437345,0.01877581068969722,4.645568751736838e-4,2.7412683606957953,0.2277565620672143
Impedance_of_whole_body,1,1,0.74,1,0.8,1,0.8,1,0.97,0.82,0.98,529,79,0.133135994891029,0.01541424136386265,0.01898695117843539,0.999999726422088,4.935922586192213e-4,8.544128030295928,0.0481428084148635,0.0123575282953961,0.01645757520129642,3.7315980569508896e-4,1.300148440902417,0.15216865153381676
LDL_direct,1,1,0.62,0.68,0.69,0.68,0.69,0.92,0.98,0.76,0.49,380,29,0.820398088770616,0.0264323507194148,0.04884288046537749,0.9999920804240652,0.00799519138788235,17.1438510433475,0.0735025679604273,0.0167193231405418,0.02319881001246419,7.883802789842396e-4,0.6727654903614615,0.03924237842830076
Leg_fat_free_mass_left,1,1,1,0.97,0.8,0.97,0.8,0.86,0.84,1,1,756,102,0.10850900874025,0.0126191372848788,0.01559887326955031,0.9999999993712664,3.388979357883503e-4,10.201663118285907,0.03867612581043,0.0100673629076144,0.01269969742573993,2.107454051260778e-4,1.295369137425473,0.12697627067331765
Leg_fat_free_mass_right,1,1,1,0.94,0.33,0.94,0.33,0.84,0.86,0.81,0.6,863,148,0.10843850772789,0.012506368114191,0.01552753060297946,0.9999999994373744,3.33312527211285e-4,11.102184381130318,0.0419840422482496,0.0100730132328109,0.01344995200071057,2.4247106013597185e-4,1.9905928961051655,0.17929740920970927
Leg_fat_mass_left,1,1,0.75,0.99,0.59,0.99,0.59,1,1,1,1,438,115,0.0840459796687152,0.0132008013567073,0.01580418799340939,0.9999999329546978,3.1725657249159176e-4,5.1047527218712325,0.0460174918393515,0.0113610413527,0.01400716116714852,2.452894710193047e-4,1.6108235342220798,0.31555368535688944
Leg_fat_mass_right,1,1,0.36,1,0.54,1,0.54,0.98,1,0.93,0.94,410,86,0.0848351917350393,0.01335514510470589,0.016145327004202,0.999999743618436,3.3553552597750746e-4,5.231085949361451,0.0405985611225043,0.0113154484127164,0.0140765006431667,2.361276860290692e-4,1.2105790553123366,0.23142021886681283
Leg_fat_percentage_left,1,0.97,0.68,0.83,0.35,0.83,0.35,0.5,0.54,0.74,0.62,226,23,0.0558987267308934,0.0106452160794135,0.01236133535126183,0.9804272091851916,1.869155125918158e-4,2.5093510763061513,0.0296541900818394,0.00901457529867784,0.01142022653614982,1.2947258010077237e-4,0.2626652103314461,0.10467455622753992
Leg_fat_percentage_right,1,1,1,0.9,0.87,0.9,0.87,0.43,0.25,0.87,0.98,325,86,0.0539841058097437,0.0104652760262699,0.01230361464304723,0.9999999997237304,1.8472012354574856e-4,2.94056389968829,0.0415169052761952,0.00866986373243977,0.01005510420693543,1.1920409874501e-4,0.8647389617964475,0.2940724946967188
Leg_predicted_mass_left,1,1,0.7,0.94,0.18,0.94,0.18,0.69,0.41,0.9,0.83,810,135,0.107789869175742,0.0125068817393359,0.01536131628704048,0.9999999999957828,3.2881055274391923e-4,10.36888849375233,0.038146301908307,0.00967708497828557,0.01260497704472974,2.0734557024745153e-4,1.7016719010385153,0.16411324145918252
Leg_predicted_mass_right,1,1,0.7,0.95,0.15,0.95,0.15,0.67,0.67,0.61,0.76,846,139,0.107317583136707,0.0125094720670907,0.01558289214016211,0.9999999998116692,3.3573661753594203e-4,11.017104743094617,0.0381627670024604,0.00990765697871688,0.01320916418338311,2.321982121710238e-4,1.8360738214902537,0.16665665474779856
Mean_corpuscular_haemoglobin,1,1,0.51,0.82,0.87,0.82,0.87,0.2,0.04,0.14,0.01,372,21,0.320325644326503,0.0305150023935747,0.04301351871923059,0.9999894792503804,0.00312105411307441,15.097745070449935,0.0958164205189415,0.0178226477390542,0.02422254787474184,9.724494889792774e-4,0.5086735053695787,0.03369201844354757
Mean_corpuscular_haemoglobin_concentration,0.92,0.85,0.45,0.85,0.65,0.85,0.65,0.31,0.31,0.34,0.49,119,7,0.151828384767269,0.0243252864774192,0.03030131797541048,0.9808869134457056,0.0012535238667054,3.393747613245974,0.0409376927560258,0.0160340144443245,0.01928163875587111,4.038520599784754e-4,0.1349714712910978,0.03977062724531934
Mean_corpuscular_volume,1,1,0.66,0.89,0.25,0.89,0.25,0.41,0.23,0.28,0.46,586,41,0.277083855982214,0.0265783747246996,0.0375815488374768,0.9891226757259266,0.00245196434820877,20.481944116424856,0.0942179042501744,0.0211021121926795,0.02837299779658631,0.00113281233579064,1.1632929096600388,0.05679602009689951
Mean_sphered_cell_volume,1,1,0.87,1,1,1,1,0.85,0.82,0.65,0.96,704,100,0.468039705560499,0.02327458113777315,0.03324047147001376,0.9999999999999996,0.00202084063948712,20.077244767888317,0.108809343388029,0.0145915525471584,0.02023183201979276,6.043936977695687e-4,2.0231832019792764,0.10076996248086638
Mean_time_to_correctly_identify_matches,1,1,0.88,1,1,1,1,1,1,1,1,95,47,0.0411514527194741,0.0161583433737236,0.0179011126150614,0.9999108778353034,3.563422679564544e-4,0.8592534055229475,0.0621888586205084,0.0135423917180439,0.01685366809076857,3.8071125669056685e-4,0.7921224002661227,0.9218728668104976
Monocyte_count,1,1,0.91,0.99,0.81,0.99,0.81,0.44,0.8,0.53,0.87,367,27,0.523813136261492,0.02520759055117179,0.03611111404268735,0.9999999057275902,0.00294094058268934,12.2777787745137,0.0809616209506286,0.0161826973560759,0.02018078207006392,5.863111464949608e-4,0.544881115891726,0.04437945380012826
Neutrophill_count,1,1,0.74,1,0.73,1,0.73,0.72,0.61,0.79,0.95,462,62,0.16886092094912,0.0216133096682758,0.027496110308961,0.9999999997862464,0.00110643694766625,10.9984441235844,0.0624812677717027,0.0147773258111971,0.01894906221018526,4.704098986638451e-4,1.1748418570314865,0.1068189140055025
Phosphate,1,1,0.36,1,0.93,1,0.94,1,1,0.96,0.92,245,48,0.192075677321289,0.0219401366856055,0.03432895202807635,0.999999309026422,0.00220368464097632,6.762803549531041,0.0633519859412446,0.015165320876201,0.0220326294332235,6.384511963493907e-4,1.0575662127947285,0.15637985120358316
Platelet_count,1,1,0.47,1,0.89,1,0.89,0.4,0.34,0.27,0.93,792,98,0.320493155380094,0.0242018054634674,0.03440175261733146,0.9999971660451,0.00199426515477109,23.874816316428035,0.0662797979038181,0.0188269379318677,0.02595069198300796,9.289893276019494e-4,2.5431678143347805,0.1065209374023477
Platelet_crit,1,1,0.57,0.98,0.99,0.98,0.99,0.55,0.57,0.74,0.53,434,44,0.177668935199222,0.02705618360091175,0.03662885337978459,0.9999948110505033,0.00207068806871775,14.285252818115987,0.0599403257850534,0.01729363949350625,0.02371812354371394,7.563820580157486e-4,1.0435974359234137,0.07305418036424004
Pulse_rate_automated_reading,1,1,1,0.26,0.38,0.26,0.38,0.9,0.95,0.92,0.92,103,10,0.102181918891558,0.0293302933286498,0.03608410532578286,0.9983324429139852,0.00169236259800691,3.355821795297806,0.0610513725475459,0.01591900475399685,0.02261811428709852,7.514327461806749e-4,0.2261811428709852,0.06739962866559582
Red_blood_cell_erythrocyte_count,1,1,0.66,0.99,0.79,0.99,0.79,0.99,0.93,0.84,0.77,394,35,0.146136643199675,0.0215669610594666,0.02830122110410971,0.9999996853406036,0.00118799223555136,10.160138376375388,0.0650038919887746,0.0128084198627315,0.02014134375410273,6.456125033901037e-4,0.7049470313935956,0.06938360534860001
Red_blood_cell_erythrocyte_distribution_width,1,1,0.59,0.96,0.25,0.96,0.25,0.8,0.87,0.72,0.8,453,29,0.21397558796918,0.0256721447793411,0.03524573132020497,0.9996180655625884,0.00202592763293572,14.94419007976691,0.053377472855078,0.0164724224609028,0.0241870298931344,7.47351071877412e-4,0.7014238669008978,0.04693622492466571
Reticulocyte_count,1,1,0.53,1,0.19,1,0.19,0.75,0.49,0.83,0.83,399,44,0.234188638080827,0.0245775236331301,0.03521027633736228,0.9999941787112032,0.001931063690799,12.499648099763611,0.0636412160069086,0.0167431323664971,0.02503357129975932,9.148515544295392e-4,1.1014771371894103,0.08812065174940734
Reticulocyte_percentage,1,1,0.24,0.99,0.59,0.99,0.59,0.93,0.98,0.93,0.9,370,39,0.231594522509519,0.0259628659545043,0.03738222128058152,0.9902643116839078,0.00218826628223989,12.373515243872482,0.0691894475952079,0.022224110151039,0.02831769975138326,0.00105488818023582,1.104390290303947,0.08925436858784773
